filename id form seg xpostag lem eng_translation org_tags_split processed_tags_split
P101516.conll r.5.1 sza3 szag[heart] N szag heart ['N'] ['n']
P101516.conll r.5.2 nibru{ki} Nibru[1][-ak][-'a] SN.GEN.L1 Nibru Nibru "['SN', 'GEN', 'L1']" "['sn', 'gen', 'l1', 'np']"
P101516.conll r.6.1 ki ki[place] N ki place ['N'] ['n']
P101516.conll r.6.2 usz-mu-ta Uszmu[1][-ak]-ta PN.GEN.ABL Uszmu Uszmu "['PN', 'GEN', 'ABL']" "['pn', 'gen', 'abl', 'np']"
P101516.conll r.7.1 kiszib3 kiszib[seal] N kiszib seal ['N'] ['n']
P101516.conll r.7.2 ensi2-ka ensik[ruler]-ak N.GEN ensik ruler "['N', 'GEN']" "['n', 'gen']"
P101516.conll l.1.1 mu mu[year] N mu year ['N'] ['n']
P101516.conll l.1.2 {d}szu-{d}suen Szusuen[1] RN Szusuen Szusuen ['RN'] "['rn', 'np']"
P101516.conll l.1.3 lugal lugal[king] N lugal king ['N'] ['n']
P101516.conll s1.col1.1.1 {d}szu-{d}suen Szusuen[1] RN Szusuen Szusuen ['RN'] "['rn', 'np']"
P101516.conll s1.col1.2.1 lugal lugal[king] N lugal king ['N'] ['n']
P101516.conll s1.col1.2.2 kal-ga kalag[strong]-a NF.V.PT kalag strong "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P101516.conll s1.col1.3.1 lugal lugal[king] N lugal king ['N'] ['n']
P101516.conll s1.col1.3.2 uri5{ki}-ma Urim[1]-ak SN.GEN Urim Urim "['SN', 'GEN']" "['sn', 'gen', 'np']"
P101516.conll s1.col1.4.1 lugal lugal[king] N lugal king ['N'] ['n']
P101516.conll s1.col1.4.2 an-ub-da anubda[quarter] N anubda quarter ['N'] ['n']
P101516.conll s1.col1.4.3 limmu2-ba limmu[four]-bi-ak[-ø] NU.3-SG-NH-POSS.GEN.ABS limmu four "['NU', '3-SG-NH-POSS', 'GEN', 'ABS']" "['num', '3-sg-nh-poss', 'gen', 'abs']"
P101516.conll s1.col2.1.1 a-a-kal-la Ayakala[1] PN Ayakala Ayakala ['PN'] "['pn', 'np']"
P101516.conll s1.col2.2.1 ensi2 ensik[ruler] N ensik ruler ['N'] ['n']
P101516.conll s1.col2.3.1 umma{ki} Umma[1][-ak][-ø] SN.GEN.ABS Umma Umma "['SN', 'GEN', 'ABS']" "['sn', 'gen', 'abs', 'np']"
P101516.conll s1.col2.4.1 ARAD2-zu arad[slave]-zu[-ø] N.2-SG-POSS.ABS arad slave "['N', '2-SG-POSS', 'ABS']" "['n', '2-sg-poss', 'abs']"
P121779.conll o.1.1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P121779.conll o.2.1 kiszib3 kiszib[sealed_tablet] N kiszib sealed_tablet ['N'] ['n']
P121779.conll o.2.2 dab-ba dab[seize]-a NF.V.PT dab seize "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P121779.conll o.3.1 a2 a[wage] N a wage ['N'] ['n']
P121779.conll o.3.2 erin2-na erin[people]-ak N.GEN erin people "['N', 'GEN']" "['n', 'gen']"
P121779.conll o.4.1 lu2-du10-ga Luduga[1] PN Luduga Luduga ['PN'] "['pn', 'np']"
P121779.conll o.4.2 dumu dumu[child] N dumu child ['N'] ['n']
P121779.conll o.4.3 he2-ma-du Hemadu[1][-ak][-ak] PN.GEN.GEN Hemadu Hemadu "['PN', 'GEN', 'GEN']" "['pn', 'gen', 'gen', 'np']"
P121779.conll o.5.1 iti iti[month] N iti month ['N'] ['n']
P121779.conll o.5.2 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P121779.conll o.5.3 2(disz)-kam 2(disz)[one]-ak-am[-ak][-ø] NU.GEN.COP-3-SG.GEN.ABS 2(disz) one "['NU', 'GEN', 'COP-3-SG', 'GEN', 'ABS']" "['num', 'gen', 'cop-3-sg', 'gen', 'abs']"
P121779.conll r.1.1 i3-gal2 i[-ni]-gal[be][-ø] FIN.L1.V.3-SG-S -gal be "['FIN', 'L1', 'V', '3-SG-S']" "['fin', 'l1', 'vblex', '3-sg-s']"
P121779.conll r.2.1 mu mu[year] N mu year ['N'] ['n']
P121779.conll r.2.2 us2-sa us[follow]-a NF.V.PT us follow "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P121779.conll r.2.3 {d}szu-{d}suen Szusuen[1] RN Szusuen Szusuen ['RN'] "['rn', 'np']"
P121779.conll r.2.4 lugal-e lugal[king]-e N.ERG lugal king "['N', 'ERG']" "['n', 'erg']"
P121779.conll r.2.5 bad3 bad[wall] N bad wall ['N'] ['n']
P121779.conll r.2.6 mar-tu Martu[1] EN Martu Martu ['EN'] "['en', 'np']"
P121779.conll r.2.7 mu-ri-iq-ti-id-ni-im Muriqtidnim[1][-ø] ON.ABS Muriqtidnim Muriqtidnim "['ON', 'ABS']" "['on', 'abs', 'np']"
P121779.conll r.2.8 mu-du3 mu[-n]-du[build][-ø] VEN.3-SG-H-A.V.3-SG-P -du build "['VEN', '3-SG-H-A', 'V', '3-SG-P']" "['ven', '3-sg-h-a', 'vblex', '3-sg-p']"
P102738.conll o.1.1 la2-ia3 la'u[arrears] N la'u arrears ['N'] ['n']
P102738.conll o.1.2 6(disz) 6(disz)[one] NU 6(disz) one ['NU'] ['num']
P102738.conll o.1.3 1/2(disz) 1/2(disz)[one] NU 2(disz) one ['NU'] ['num']
P102738.conll o.1.4 gurusz gurusz[male] N gurusz male ['N'] ['n']
P102738.conll o.2.1 u4 ud[day] N ud day ['N'] ['n']
P102738.conll o.2.2 4(u) 4(u)[ten] NU 4(u) ten ['NU'] ['num']
P102738.conll o.2.3 5(disz)-sze3 5(disz)[one]-sze NU.TERM 5(disz) one "['NU', 'TERM']" "['num', 'term']"
P102738.conll o.3.1 a2-bi a[wage]-bi[-ø] N.3-SG-NH-POSS.ABS a wage "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P102738.conll o.3.2 2(disz) 2(disz)[one] NU 2(disz) one ['NU'] ['num']
P102738.conll o.3.3 gin2-ta gig[unit]-ta N.ABL gig unit "['N', 'ABL']" "['n', 'abl']"
P102738.conll o.4.1 la2-ia3 la'u[arrears] N la'u arrears ['N'] ['n']
P102738.conll o.4.2 su-su sug-sug[repay][-ed] NF.V.RDP.PF sug-sug repay "['NF', 'V', 'RDP', 'PF']" "['nf', 'vblex', 'rdp', 'pf']"
P102738.conll o.4.3 nu-{gesz}kiri6-ke4-ne nukirik[gardener]-ak-ene N.GEN.PL nukirik gardener "['N', 'GEN', 'PL']" "['n', 'gen', 'pl']"
P102738.conll o.5.1 ugula ugula[overseer] N ugula overseer ['N'] ['n']
P102738.conll o.5.2 da-du Dadu[1] PN Dadu Dadu ['PN'] "['pn', 'np']"
P102738.conll o.6.1 sza3 szag[heart] N szag heart ['N'] ['n']
P102738.conll o.6.2 bala-a bala[tax][-ak]-'a N.GEN.L1 bala tax "['N', 'GEN', 'L1']" "['n', 'gen', 'l1']"
P102738.conll r.1.1 mu mu[year] N mu year ['N'] ['n']
P102738.conll r.1.2 a-ra2 ara[times] N ara times ['N'] ['n']
P102738.conll r.1.3 2(disz)-kam 2(disz)[one]-ak-am NU.GEN.COP-3-SG 2(disz) one "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P102738.conll r.1.4 sza-asz-szu2-ru-um{ki} Szaszszurum[1][-ø] SN.ABS Szaszszurum Szaszszurum "['SN', 'ABS']" "['sn', 'abs', 'np']"
P102738.conll r.1.5 ba-hul ba-hulu[destroy][-ø] MID.V.3-SG-S ba-hulu destroy "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P102738.conll s1.1.1 da-du Dadu[1] PN Dadu Dadu ['PN'] "['pn', 'np']"
P102738.conll s1.2.1 dumu dumu[child] N dumu child ['N'] ['n']
P102738.conll s1.2.2 za3-mu Zamu[1][-ak] PN.GEN Zamu Zamu "['PN', 'GEN']" "['pn', 'gen', 'np']"
P142689.conll o.1.1 pisan-dub-ba bisagdubak[filing_basket] N bisagdubak filing_basket ['N'] ['n']
P142689.conll o.2.1 gurum2-ak gurum[inspection]-ak N.GEN gurum inspection "['N', 'GEN']" "['n', 'gen']"
P142689.conll o.3.1 {gesz}kiri6 kiri[orchard] N kiri orchard ['N'] ['n']
P142689.conll o.3.2 gid2-da gid[survey]-a NF.V.PT gid survey "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P142689.conll o.4.1 {gesz}geszimmar gesznimbar[palm] N gesznimbar palm ['N'] ['n']
P142689.conll o.4.2 szid-da szid[count]-a NF.V.PT szid count "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P142689.conll o.5.1 e2 e[house] N e house ['N'] ['n']
P142689.conll o.5.2 {d}szara2 Szara[1][-ak] DN.GEN Szara Szara "['DN', 'GEN']" "['dn', 'gen', 'np']"
P142689.conll o.6.1 e2 e[house] N e house ['N'] ['n']
P142689.conll o.6.2 {d}nin-ur4-ra Ninura[1][-ak] DN.GEN Ninura Ninura "['DN', 'GEN']" "['dn', 'gen', 'np']"
P142689.conll o.7.1 e2 e[house] N e house ['N'] ['n']
P142689.conll o.7.2 {d}szul-gi-ra Szulgir[1]-ak DN.GEN Szulgir Szulgir "['DN', 'GEN']" "['dn', 'gen', 'np']"
P142689.conll o.8.1 {gesz}kiri6 kiri[orchard] N kiri orchard ['N'] ['n']
P142689.conll o.8.2 apin-la2 apinla[tiller][-ak] N.GEN apinla tiller "['N', 'GEN']" "['n', 'gen']"
P142689.conll r.1.1 {gesz}kiri6 kiri[orchard] N kiri orchard ['N'] ['n']
P142689.conll r.1.2 esz3 esz[shrine] N esz shrine ['N'] ['n']
P142689.conll r.1.3 didli didli[several][-ø][-ak] NF.V.ABS.GEN didli several "['NF', 'V', 'ABS', 'GEN']" "['nf', 'vblex', 'abs', 'gen']"
P142689.conll r.2.1 gurum2 gurum[inspection] N gurum inspection ['N'] ['n']
P142689.conll r.2.2 szu-ku6 szukud[fisherman] N szukud fisherman ['N'] ['n']
P142689.conll r.2.3 muszen-du3 muszendu[bird_catcher] N muszendu bird_catcher ['N'] ['n']
P142689.conll r.3.1 bahar3 bahar[potter] N bahar potter ['N'] ['n']
P142689.conll r.3.2 ka-bur kabur[profession] N kabur profession ['N'] ['n']
P142689.conll r.4.1 u3 u[and] CNJ u and ['CNJ'] ['cnjcoo']
P142689.conll r.4.2 gurum2 gurum[inspection] N gurum inspection ['N'] ['n']
P142689.conll r.4.3 dam-gar3 damgar[merchant][-ak][-ø] N.GEN.ABS damgar merchant "['N', 'GEN', 'ABS']" "['n', 'gen', 'abs']"
P142689.conll r.5.1 im-bi im[clay]-bi[-ø] N.3-SG-NH-POSS.ABS im clay "['N', '3-SG-NH-POSS', 'ABS']" "['n', '3-sg-nh-poss', 'abs']"
P142689.conll r.5.2 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P142689.conll r.5.3 2(disz)-am3 2(disz)[one][-ø]-am NU.ABS.COP-3-SG 2(disz) one "['NU', 'ABS', 'COP-3-SG']" "['num', 'abs', 'cop-3-sg']"
P142689.conll r.6.1 i3-gal2 i[-ni]-gal[be][-ø] FIN.L1.V.3-SG-S -gal be "['FIN', 'L1', 'V', '3-SG-S']" "['fin', 'l1', 'vblex', '3-sg-s']"
P142689.conll r.7.1 mu mu[year] N mu year ['N'] ['n']
P142689.conll r.7.2 en en[priest] N en priest ['N'] ['n']
P142689.conll r.7.3 eridu{ki} Eridug[1][-ak][-ø] SN.GEN.ABS Eridug Eridug "['SN', 'GEN', 'ABS']" "['sn', 'gen', 'abs', 'np']"
P142689.conll r.7.4 ba-hun ba-hug[hire][-ø] MID.V.3-SG-S ba-hug hire "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P142689.conll l.1.1 x? _[_] _ _ _ ['_'] ['_']
P102314.conll o.1.1 [n] _(_)[_] NU _(_) _ ['NU'] ['num']
P102314.conll o.1.2 n _(_)[_] NU _(_) _ ['NU'] ['num']
P102314.conll o.1.3 5(u) 5(u)[ten] NU 5(u) ten ['NU'] ['num']
P102314.conll o.1.4 udu udu[sheep] N udu sheep ['N'] ['n']
P102314.conll o.2.1 ur-{d}lamma Urlamma[1] PN Urlamma Urlamma ['PN'] "['pn', 'np']"
P102314.conll o.2.2 ensi2 ensik[ruler][-ra] N.DAT-H ensik ruler "['N', 'DAT-H']" "['n', 'dat-h']"
P102314.conll o.3.1 1(gesz2) 1(gesz)[sixty] NU 1(gesz) sixty ['NU'] ['num']
P102314.conll o.3.2 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P102314.conll o.3.3 gu4 gud[ox] N gud ox ['N'] ['n']
P102314.conll o.4.1 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P102314.conll o.4.2 la2 la[hang][-ø] NF.V.ABS la hang "['NF', 'V', 'ABS']" "['nf', 'vblex', 'abs']"
P102314.conll o.4.3 1(disz) 1(disz)[one] NU 1(disz) one ['NU'] ['num']
P102314.conll o.4.4 ab2 ab[cow] N ab cow ['N'] ['n']
P102314.conll o.5.1 3(gesz2) 3(gesz)[sixty] NU 3(gesz) sixty ['NU'] ['num']
P102314.conll o.5.2 1(u) 1(u)[ten] NU 1(u) ten ['NU'] ['num']
P102314.conll o.5.3 7(disz) 7(disz)[one] NU 7(disz) one ['NU'] ['num']
P102314.conll o.5.4 udu udu[sheep] N udu sheep ['N'] ['n']
P102314.conll o.6.1 4(gesz2) 4(gesz)[sixty] NU 4(gesz) sixty ['NU'] ['num']
P102314.conll o.6.2 3(u) 3(u)[ten] NU 3(u) ten ['NU'] ['num']
P102314.conll o.6.3 masz2 masz[goat] N masz goat ['N'] ['n']
P102314.conll o.7.1 1(gesz2) 1(gesz)[sixty] NU 1(gesz) sixty ['NU'] ['num']
P102314.conll o.7.2 5(disz) 5(disz)[one] NU 5(disz) one ['NU'] ['num']
P102314.conll o.7.3 ud5 uzud[goat] N uzud goat ['N'] ['n']
P102314.conll r.1.1 bala-a bala[tax]-'a N.L1 bala tax "['N', 'L1']" "['n', 'l1']"
P102314.conll r.1.2 zi-ga zig[expend]-a[-ø] NF.V.PT.ABS zig expend "['NF', 'V', 'PT', 'ABS']" "['nf', 'vblex', 'pt', 'abs']"
P102314.conll r.2.1 ki ki[place] N ki place ['N'] ['n']
P102314.conll r.2.2 {d}szara2-kam-ta Szarakam[1][-ak]-ta PN.GEN.ABL Szarakam Szarakam "['PN', 'GEN', 'ABL']" "['pn', 'gen', 'abl', 'np']"
P102314.conll r.3.1 ur-{d}lamma Urlamma[1] PN Urlamma Urlamma ['PN'] "['pn', 'np']"
P102314.conll r.3.2 ensi2 ensik[ruler] N ensik ruler ['N'] ['n']
P102314.conll r.3.3 gir2-su{ki} Girsu[1][-ak][-e] SN.GEN.ERG Girsu Girsu "['SN', 'GEN', 'ERG']" "['sn', 'gen', 'erg', 'np']"
P102314.conll r.3.4 i3-dab5 i[-n]-dab[seize][-ø] FIN.3-SG-H-A.V.3-SG-P -dab seize "['FIN', '3-SG-H-A', 'V', '3-SG-P']" "['fin', '3-sg-h-a', 'vblex', '3-sg-p']"
P102314.conll r.4.1 giri3 giri[foot] N giri foot ['N'] ['n']
P102314.conll r.4.2 ka5-a-mu Kayamu[1][-ak] PN.GEN Kayamu Kayamu "['PN', 'GEN']" "['pn', 'gen', 'np']"
P102314.conll r.5.1 iti iti[month] N iti month ['N'] ['n']
P102314.conll r.5.2 ezem-me-ki-gal2 Ezemmekigal[1][-'a] MN.L1 Ezemmekigal Ezemmekigal "['MN', 'L1']" "['mn', 'l1', 'np']"
P102314.conll r.6.1 mu mu[year] N mu year ['N'] ['n']
P102314.conll r.6.2 {d}gu-za guza[chair] N guza chair ['N'] ['n']
P102314.conll r.6.3 {d}en-lil2-la2 Enlil[1][-ak][-ø] DN.GEN.ABS Enlil Enlil "['DN', 'GEN', 'ABS']" "['dn', 'gen', 'abs', 'np']"
P102314.conll r.6.4 ba-dim2 ba-dim[create][-ø] MID.V.3-SG-S ba-dim create "['MID', 'V', '3-SG-S']" "['mid', 'vblex', '3-sg-s']"
P102295.conll o.1.1 8(disz) 8(disz)[one] NU 8(disz) one ['NU'] ['num']
P102295.conll o.1.2 gurusz gurusz[male] N gurusz male ['N'] ['n']
P102295.conll o.1.3 u4 ud[day] N ud day ['N'] ['n']
P102295.conll o.1.4 6(disz)-sze3 6(disz)[one]-sze NU.TERM 6(disz) one "['NU', 'TERM']" "['num', 'term']"
P102295.conll o.1.5 zi3 zid[flour][-ø] N.ABS zid flour "['N', 'ABS']" "['n', 'abs']"
P102295.conll o.1.6 ma2-a ma[ship]-'a N.L1 ma ship "['N', 'L1']" "['n', 'l1']"
P102295.conll o.1.7 si-ga sig[load]-a NF.V.PT sig load "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll o.2.1 u4 ud[day] N ud day ['N'] ['n']
P102295.conll o.2.2 1(u)-sze3 1(u)[ten]-sze NU.TERM 1(u) ten "['NU', 'TERM']" "['num', 'term']"
P102295.conll o.2.3 ma2 ma[ship][-ø] N.ABS ma ship "['N', 'ABS']" "['n', 'abs']"
P102295.conll o.2.4 gid2-da gid[drag]-a NF.V.PT gid drag "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll o.3.1 u4 ud[day] N ud day ['N'] ['n']
P102295.conll o.3.2 5(disz)-sze3 5(disz)[one]-sze NU.TERM 5(disz) one "['NU', 'TERM']" "['num', 'term']"
P102295.conll o.3.3 ma2 ma[ship][-ø] N.ABS ma ship "['N', 'ABS']" "['n', 'abs']"
P102295.conll o.3.4 ba-al-la bala[transfer]-a NF.V.PT bala transfer "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll o.4.1 u4 ud[day] N ud day ['N'] ['n']
P102295.conll o.4.2 3(disz)-sze3 3(disz)[one]-sze NU.TERM 3(disz) one "['NU', 'TERM']" "['num', 'term']"
P102295.conll o.4.3 ma2 ma[ship] N ma ship ['N'] ['n']
P102295.conll o.4.4 su3 sug[empty][-ø][-ø] NF.V.ABS.ABS sug empty "['NF', 'V', 'ABS', 'ABS']" "['nf', 'vblex', 'abs', 'abs']"
P102295.conll o.4.5 gid2-da gid[drag]-a NF.V.PT gid drag "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll o.4.6 diri-ga dirig[drift]-a NF.V.PT dirig drift "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll o.5.1 u4 ud[day] N ud day ['N'] ['n']
P102295.conll o.5.2 5(disz)-sze3 5(disz)[one]-sze NU.TERM 5(disz) one "['NU', 'TERM']" "['num', 'term']"
P102295.conll o.5.3 im im[clay][-ø] N.ABS im clay "['N', 'ABS']" "['n', 'abs']"
P102295.conll o.5.4 du8-a du[spread][-a][-ø] NF.V.PT.ABS du spread "['NF', 'V', 'PT', 'ABS']" "['nf', 'vblex', 'pt', 'abs']"
P102295.conll o.5.4 ak ak[make_bricks][-a] NF.V.PT ak make_bricks "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll o.6.1 sza3 szag[heart] N szag heart ['N'] ['n']
P102295.conll o.6.2 na-ga-ab-tum nakabtum[stockyard][-'a] N.L1 nakabtum stockyard "['N', 'L1']" "['n', 'l1']"
P102295.conll o.7.1 giri3 giri[foot] N giri foot ['N'] ['n']
P102295.conll o.7.2 ma2 ma[ship] N ma ship ['N'] ['n']
P102295.conll o.7.3 zi3-da-ka zid[flour]-ak-ak N.GEN.GEN zid flour "['N', 'GEN', 'GEN']" "['n', 'gen', 'gen']"
P102295.conll o.8.1 a-ra2 ara[times] N ara times ['N'] ['n']
P102295.conll o.8.2 1(disz)-kam 1(disz)[one]-ak-am[-sze] NU.GEN.COP-3-SG.TERM 1(disz) one "['NU', 'GEN', 'COP-3-SG', 'TERM']" "['num', 'gen', 'cop-3-sg', 'term']"
P102295.conll r.1.1 8(disz) 8(disz)[one] NU 8(disz) one ['NU'] ['num']
P102295.conll r.1.2 gurusz gurusz[male] N gurusz male ['N'] ['n']
P102295.conll r.1.3 u4 ud[day] N ud day ['N'] ['n']
P102295.conll r.1.4 7(disz)-sze3 7(disz)[one]-sze NU.TERM 7(disz) one "['NU', 'TERM']" "['num', 'term']"
P102295.conll r.1.5 sze sze[unit][-ø] N.ABS sze unit "['N', 'ABS']" "['n', 'abs']"
P102295.conll r.1.6 ma2-a ma[ship]-'a N.L1 ma ship "['N', 'L1']" "['n', 'l1']"
P102295.conll r.1.7 si-ga sig[load]-a NF.V.PT sig load "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll r.2.1 u4 ud[day] N ud day ['N'] ['n']
P102295.conll r.2.2 1(u)-sze3 1(u)[ten]-sze NU.TERM 1(u) ten "['NU', 'TERM']" "['num', 'term']"
P102295.conll r.2.3 ma2 ma[ship][-ø] N.ABS ma ship "['N', 'ABS']" "['n', 'abs']"
P102295.conll r.2.4 gid2-da gid[drag]-a NF.V.PT gid drag "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll r.3.1 u4 ud[day] N ud day ['N'] ['n']
P102295.conll r.3.2 5(disz)-sze3 5(disz)[one]-sze NU.TERM 5(disz) one "['NU', 'TERM']" "['num', 'term']"
P102295.conll r.3.3 ma2 ma[ship][-ø] N.ABS ma ship "['N', 'ABS']" "['n', 'abs']"
P102295.conll r.3.4 ba-al-la bala[transfer]-a NF.V.PT bala transfer "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll r.4.1 u4 ud[day] N ud day ['N'] ['n']
P102295.conll r.4.2 3(disz)-sze3 3(disz)[one]-sze NU.TERM 3(disz) one "['NU', 'TERM']" "['num', 'term']"
P102295.conll r.4.3 ma2 ma[ship] N ma ship ['N'] ['n']
P102295.conll r.4.4 su3 sug[empty][-ø][-ø] NF.V.ABS.ABS sug empty "['NF', 'V', 'ABS', 'ABS']" "['nf', 'vblex', 'abs', 'abs']"
P102295.conll r.4.5 gid2-da gid[drag]-a NF.V.PT gid drag "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll r.4.6 diri-ga dirig[drift]-a NF.V.PT dirig drift "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P102295.conll r.5.1 nin10-nu-du3-ta Ninnudu[1]-ta FN.ABL Ninnudu Ninnudu "['FN', 'ABL']" "['fn', 'abl', 'np']"
P102295.conll r.5.2 nibru{ki}-sze3 Nibru[1]-sze SN.TERM Nibru Nibru "['SN', 'TERM']" "['sn', 'term', 'np']"
P102295.conll r.6.1 ugula ugula[overseer][-ø] N.ABS ugula overseer "['N', 'ABS']" "['n', 'abs']"
P102295.conll r.6.2 lu2-du10-ga Luduga[1][-ø] PN.ABS Luduga Luduga "['PN', 'ABS']" "['pn', 'abs', 'np']"
P102295.conll r.7.1 kiszib3 kiszib[seal] N kiszib seal ['N'] ['n']
P102295.conll r.7.2 nam-sza3-tam namszatam[administration] N namszatam administration ['N'] ['n']
P102295.conll r.7.3 lu2-giri17-zal Lugirizal[1][-ak][-ak] PN.GEN.GEN Lugirizal Lugirizal "['PN', 'GEN', 'GEN']" "['pn', 'gen', 'gen', 'np']"
P102295.conll r.8.1 mu mu[year] N mu year ['N'] ['n']
P102295.conll r.8.2 {d}amar-{d}suen Amarsuen[1][-ø] RN.ABS Amarsuen Amarsuen "['RN', 'ABS']" "['rn', 'abs', 'np']"
P102295.conll r.8.3 lugal lugal[king][-ø] N.ABS lugal king "['N', 'ABS']" "['n', 'abs']"
P102295.conll s1.1.1 lu2-giri17-zal Lugirizal[1] PN Lugirizal Lugirizal ['PN'] "['pn', 'np']"
P102295.conll s1.2.1 dub-sar dubsar[scribe] N dubsar scribe ['N'] ['n']
P102295.conll s1.3.1 dumu dumu[child] N dumu child ['N'] ['n']
P102295.conll s1.3.2 da-du-mu Dadumu[1][-ak] PN.GEN Dadumu Dadumu "['PN', 'GEN']" "['pn', 'gen', 'np']"
P480073.conll o.1.1 5(ban2) 5(ban)[unit] N 5(ban) unit ['N'] ['n']
P480073.conll o.1.2 6(disz) 6(disz)[one] NU 6(disz) one ['NU'] ['num']
P480073.conll o.1.3 sila3 sila[unit] N sila unit ['N'] ['n']
P480073.conll o.1.4 dabin dabin[semolina] N dabin semolina ['N'] ['n']
P480073.conll o.2.1 u4 ud[day] N ud day ['N'] ['n']
P480073.conll o.2.2 2(u) 2(u)[ten] NU 2(u) ten ['NU'] ['num']
P480073.conll o.2.3 8(disz)-kam 8(disz)[one]-ak-am NU.GEN.COP-3-SG 8(disz) one "['NU', 'GEN', 'COP-3-SG']" "['num', 'gen', 'cop-3-sg']"
P480073.conll o.3.1 ki ki[place] N ki place ['N'] ['n']
P480073.conll o.3.2 lu2-dingir-ra-ta Ludingira[1][-ak]-ta PN.GEN.ABL Ludingira Ludingira "['PN', 'GEN', 'ABL']" "['pn', 'gen', 'abl', 'np']"
P480073.conll o.4.1 kiszib3 kiszib[seal] N kiszib seal ['N'] ['n']
P480073.conll o.4.2 ensi2 ensik[ruler][-ak] N.GEN ensik ruler "['N', 'GEN']" "['n', 'gen']"
P480073.conll r.1.1 iti iti[month] N iti month ['N'] ['n']
P480073.conll r.1.2 dal Dal[1][-'a] MN.L1 Dal Dal "['MN', 'L1']" "['mn', 'l1', 'np']"
P480073.conll r.2.1 mu mu[year] N mu year ['N'] ['n']
P480073.conll r.2.2 ma2 ma[ship] N ma ship ['N'] ['n']
P480073.conll r.2.3 {d}en-ki Enki[1][-ak][-ø] DN.GEN.ABS Enki Enki "['DN', 'GEN', 'ABS']" "['dn', 'gen', 'abs', 'np']"
P480073.conll r.2.4 ba-ab-du8 ba-b-du[caulk][-ø] MID.3-SG-NH-L3.V.3-SG-S ba-b-du caulk "['MID', '3-SG-NH-L3', 'V', '3-SG-S']" "['mid', '3-sg-nh-l3', 'vblex', '3-sg-s']"
P480073.conll s1.col1.1.1 {d}szu-{d}suen Szusuen[1] RN Szusuen Szusuen ['RN'] "['rn', 'np']"
P480073.conll s1.col1.2.1 lugal lugal[king] N lugal king ['N'] ['n']
P480073.conll s1.col1.2.2 kal-ga kalag[strong]-a NF.V.PT kalag strong "['NF', 'V', 'PT']" "['nf', 'vblex', 'pt']"
P480073.conll s1.col1.3.1 lugal lugal[king] N lugal king ['N'] ['n']
P480073.conll s1.col1.3.2 uri5{ki}-ma Urim[1]-ak SN.GEN Urim Urim "['SN', 'GEN']" "['sn', 'gen', 'np']"
P480073.conll s1.col1.4.1 lugal lugal[king] N lugal king ['N'] ['n']
P480073.conll s1.col1.4.2 an-ub-da anubda[quarter] N anubda quarter ['N'] ['n']
P480073.conll s1.col1.4.3 limmu2-ba limmu[four]-bi-ak[-ø] NU.3-SG-NH-POSS.GEN.ABS limmu four "['NU', '3-SG-NH-POSS', 'GEN', 'ABS']" "['num', '3-sg-nh-poss', 'gen', 'abs']"
P480073.conll s1.col2.1.1 a-a-kal-la Ayakala[1] PN Ayakala Ayakala ['PN'] "['pn', 'np']"
P480073.conll s1.col2.2.1 ensi2 ensik[ruler] N ensik ruler ['N'] ['n']
P480073.conll s1.col2.3.1 umma{ki} Umma[1][-ak][-ø] SN.GEN.ABS Umma Umma "['SN', 'GEN', 'ABS']" "['sn', 'gen', 'abs', 'np']"
P480073.conll s1.col2.4.1 ARAD2-zu arad[slave]-zu[-ø] N.2-SG-POSS.ABS arad slave "['N', '2-SG-POSS', 'ABS']" "['n', '2-sg-poss', 'abs']"
P107556.conll o.1.1 2(disz) 2(disz)[one] NU 2(disz) one ['NU'] ['num']
