,file,sux_sentence,eng_tranlation_reference,eng_rule_based_translation,eng_nn_based_translation,rule_bleu,nn_bleu
75,P131770.conll,4(disz) 1/2(disz) gin2 1(u) 2(disz) sze ku3-babbar si-i3-tum 3(gesz'u) 3(gesz2) ku6 sag-kur2 ku3-bi 2(disz) gin2 igi-6(disz)-gal2 6(disz) sze 1(gesz'u) 2(gesz2) ku6 sza3-bar ku3-bi 2(disz) gin2 6(asz) gu2 siki ku3-bi 2/3(disz) ma-na sza3 kiszib3-ba 5(gesz'u) 5(gesz2) ku6 gir2-us2 ku3-bi 4(disz) gin2 igi-4(disz)-gal2 5(disz) sze 3(gesz'u) 6(gesz2) 3(u) ku6 sag-kur2 ku3-bi 2(disz) 1/3(disz) gin2 1(u) 8(disz) sze 2(barig) i3-ku6 ku3-bi 4(disz) gin2 1(gesz2) 4(asz) zu2-lum gur ku3-bi 2/3(disz) ma-na 2(disz) 2/3(disz) gin2 mu en-mah-gal-an-na ba-hun 5(u) zu2-lum gur ku3-bi 1/2(disz) ma-na 3(disz) 1/3(disz) gin2 mu en-unu6-gal {d}inanna ba-hun 1(u) {kusz}ummu3 ku3-bi 1/2(disz) gin2 2(u) sze 1(u) {kusz}e-sir2 ... ku3-bi 2/3(disz) gin2 ... 7(disz) ... ku3-bi n 1(gesz2) sze gur ku3-bi 1(disz) ma-na ku3-bi 1(disz) ma-na sze i3-szah2-ka szunigin 3(disz) 1/3(disz) ma-na 1(disz) 1/3(disz) gin2 1(u) 6(disz) sze ku3-babbar sag-nig2-gur11-ra-kam sza3-bi-ta 1(disz) 1/3(disz) ma-na la2 1/3(disz) gin2 1(u) sze ku3-babbar 3(u) 8(disz) 1/2(disz) ma-na uruda ku3-bi 1/3(disz) ma-na 5(disz) 2/3(disz) gin2 kiszib3 lu2-kal-la 1(asz) 2(barig) 4(ban2) 6(disz) sila3 i3-szah2 gur ku3-bi 1/3(disz) ma-na 3(disz) 1/3(disz) gin2 la2 6(disz) sze kiszib3 ur-{d}szul-pa-e3 6(disz) sila3 gesztin had2 sa2-du11 lugal 2(disz) sila3 gesztin had2 giri3 lugal-sza3-la2 ku3-bi igi-6(disz)-gal2 2(u) {gesz}kab2-kul ku3-bi 2(disz) gin2 kiszib3 a-gu 8(disz) 1/2(disz) gin2 ku3 uruda uri5{ki}-ma giri3 ur-{d}lamma u3 e2-lu-bi-zu szunigin 2(disz) 1/3(disz) ma-na igi-6(disz)-gal2 4(disz) sze ku3-babbar zi-ga-am3 la2-ia3 1(disz) ma-na 1(disz) gin2 igi-6(disz)-gal2 1(u) 2(disz) sze ku3-babbar nig2-ka9-ak szesz-kal-la dam-gar3 mu en-unu6-gal {d}inanna ba-hun ,Szusuen strong king king of Urim king of the four quarters,one place ten unit one barley silver si_hundred balance sity fish head kur2 one its silver one unit one si_hundred barley sity fish heart <np> r one its silver one unit bank wool one its silver unit heart si_hundred seal sity fish gir2 followed one its silver one unit day si_hundred barley sity ten fish head kur2 one its silver one ten unit king barley unit fish_oil one its silver sity unit one date unit one its silver one unit one unit year enmahgalana was hired ten date unit its silver place one unit one unit year enunugal inanna was hired ten waterskin its silver place ten unit ten barley shoe one its silver one unit its silver n sity barley unit one its silver unit one its silver unit barley lard mouth one total one one unit one ten unit one barley silver his is available_assets one from its heart one unit one unit ten unit barley ten silver king place unit copper one its silver unit one day unit unit of lukala one unit one unit month lard unit one its silver one unit one unit one unit barley unit urszulpae one month pure vine offerings one intercalary_month month pure vine foot intercalary_month heart <np> one its silver ten of container one its silver unit unit agu king place unit silver copper year foot urlamma and house lu that he <vble> it on there <vble> one total one one unit one barley epended silver one arrears one unit one unit ten one barley silver account szeszkala merchant year enunugal inanna was hired,4 12 shekels of silver the remaining deficit of the year The royal measure,0.7129115009659434,16.586665110000297
76,P432117.conll,{d}nin-sza3-ge-pa3-da nin-a-ni ur-{d}namma lugal uri5{ki}-ma-ke4 e2-a-ni mu-na-du3 ,Szusuen strong king king of Urim king of the four quarters,ninszagepada for his lady urnamma intercalary_month of urim in house of <np> he n it for him,sadur and agandul ditch he built his temple,5.648144643554045,0.0
77,P424375.conll,2(disz) udu niga {d}inanna unu{ki} giri3 lugal-i3-mah sagi 1(disz) udu sze 1(disz) sila4 ga {d}isztaran nu-hi-dingir-um maszkim 1(disz) sila4 ga {d}nanna er3-ra-na-da maszkim siskur2 sza3 e2-gal 1(disz) masz2-gal niga i3-li2-da-gan lu2 eb-la{ki} 1(disz) masz2-gal niga x x x 1(disz) masz2-gal niga bu-du-ur2 lu2 ur-szu 1(disz) masz2-gal niga na-gi4-zu lu2 kin-gi4-a sza3 ar-... giri3 lugal-inim-gi-na ARAD2-mu ugula kas4 iti u4 1(u) 4(disz) ba-zal ki a-hu-ni-ta ba-zi iti ses-da-gu7 mu {d}amar-{d}suen lugal ,Szusuen strong king king of Urim king of the four quarters,one sheep barley inanna of unug foot intercalary_month great oil one cup_bearer sheep one barley lamb milk isztaran nuhidingir <np> one administrator lamb milk nanna er3 <np> stone_weight unknown administrator offering heart one palace billy_goat barley oil li2 unknown gan person eb <np>{} one day billy_goat one barley billy_goat barley bu quality_designation ur2 person <n> one at hand billy_goat barley stone_weight repay <vble> person messenger heart ar foot lugalinimgina and aradmu overseer for runner month ten day one that he was passed day from ahuni and bazi month in sesdagu year amarsuen intercalary_month,2 sheep barleyfed for Inanna in Uruk via ARADdani,0.606304556068672,0.0
78,P111037.conll,pisan-dub-ba udu eme-gi ab-ba sza3 gir2-su{ki} u3 udu udu-a gar-ra i3-gal2 mu en {d}inanna unu{ki} masz2-e i3-pa3 ,Szusuen strong king king of Urim king of the four quarters,filing_basket sheep <n> father heart of girsu and sheep sheep <np> <vble> he ni in year priest inanna of unug at goat found,Basketoftablets sheep domestic sheep foreign domestic sheep in Girsu and into the temple he brought here year The enpriest of Inanna in Uruk was chosen by means of a goat,4.157870411451622,4.309238194589061
79,P108041.conll,pisan-dub-ba erin2 bala-sze3 gub-ba erin2 kisz-ga-ti{ki} im la2-ia3 u3 nig2-ka9-ak iti pa4-u2-e mu ma-da za-ab-sza-li{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,filing_basket people in turn of <np> assigned people kisz milk <n>{} day clay arrears and account month in paue year land of zabszali place,Basketoftablets worktroopes to bala stationed worktroops of Kigati and accounts the account of Zabali were destroyed,3.982741381120966,8.141944530407883
80,P101274.conll,5(disz) sila3 kasz 5(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga ,Szusuen strong king king of Urim king of the four quarters,day month beer day month bread day unit one garlic unit one oil unit potash,5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant,0.0,0.0
81,P430521.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba ur-{d}ba-ba6 dub-sar dumu ur-e2-ninnu ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king urbaba scribe child <n>for <np> 2of <np> nnu an,Suen strong king king of Ur,3.1690813733420775,28.2200188850411
82,P100179.conll,pisan-dub-ba mu didli sze-ba sze erin2-na u3 sza3-bi su-ga nig2-ka9 sze-ka i3-gal2 mu {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma2-dara3-abzu {d}en-ki-ka bi2-in-du8 ,Szusuen strong king king of Urim king of the four quarters,filing_basket several year ration barley of people and repaid from its heart account barley mouth ni in year seal intercalary_month of urim <vble> madaraabzu of enkik,Basketoftablets various years barley rations and the labortroops of Suen and the labortroops at the stern,3.673309175257539,6.007028535336888
83,P432323.conll,mu-sar-ra-ba szu bi2-ib2-ur3-a mu-ni ,Szusuen strong king king of Urim king of the four quarters,year <vble> <np> at hand bi2 middle roof <np> his <n>,A person who this inscription shall erase and his name,0.0,0.0
84,P430354.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba lu2-{d}nin-szubur dub-sar dumu i-di3-{d}suen ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king luninszubur scribe child i di3 { d} suen an,Suen strong king king of Ur,3.1690813733420775,28.2200188850411
85,P432203.conll,{d}szul-gi nita kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba ,Szusuen strong king king of Urim king of the four quarters,szulgir male month intercalary_month year intercalary_month an <n> king,ulgi mighty man king of Ur and king of the four world quarters,5.152710423703126,47.76235168541087
86,P206257.conll,pisan-dub-ba x x x kiszib3-bi ,Szusuen strong king king of Urim king of the four quarters,filing_basket its seal,Basketoftablets are here,0.0,0.0
87,P112564.conll,pisan-dub-ba kiszib3 dab-ba a2 erin2-na szesz-kal-la dumu tir-gu iti 1(u) 1(disz)-kam i3-gal2 iti sig4-{gesz}i3-szub-ba-gar-ra-ta iti {d}dumu-zi-sze3 mu {d}szu-{d}suen lugal-e ma-da za-ab-sza-li{ki} mu-hul ,Szusuen strong king king of Urim king of the four quarters,filing_basket seized unit <num> of people szeszkala child <np> ten month his is of one he ni in month flour <np> unknown month in dumuzi of <np> year seal king n land of zabszali,Basketoftablets sealed documents of daba labor of troops of the worktroops ekalla son of Tirgu are here month Dumuzi,3.798422486513689,12.160673100192323
88,P209340.conll,pisan-dub-ba GAN2 kab2 du11-ga szabra sanga-me i3-gal2 mu hu-ur5-ti{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,filing_basket field <n> irrigate chief_administrator temple_administrator me he ni in year hurti place,Basketoftablets fields inspected of chief household administrators and urti were destroyed,0.0,5.235467718775672
89,P101263.conll,5(disz) sila3 kasz 5(disz) sila3 ninda 2(disz) sa szum2 3(disz) gin2 i3 2(disz) gin2 naga lu2-{d}nanna 5(disz) sila3 kasz 5(disz) sila3 ninda 2(disz) sa szum2 3(disz) gin2 i3 2(disz) gin2 naga ur-dingir-ra 2(ban2) kasz 2(ban2) ninda 2(disz) sa szum2 1(u) gin2 i3 2(disz) gin2 naga da-ni-a 5(disz) sila3 kasz 5(disz) sila3 ninda 2(disz) 3(disz) gin2 i3 2(disz) gin2 naga ur-x-du7 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2 3(disz) gin2 i3 2(disz) gin2 naga an-na-hi-li 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2 3(disz) gin2 i3 2(disz) gin2 naga dingir-sukkal szunigin 4(ban2) 1(disz) sila3 kasz 4(ban2) la2 1(disz@t) sila3 ninda 1(u) 2(disz) sa szum2 1/3(disz) sila3 5(disz) gin2 i3 1(u) 2(disz) gin2 naga u4 2(u) 6(disz)-kam iti ezem {d}szul-gi4 ,Szusuen strong king king of Urim king of the four quarters,day month beer day month one bread bundle one garlic unit one oil unit potash lunanna day month beer day month one bread bundle one garlic unit one oil unit potash <n> dingira unit beer unit one bread bundle ten garlic unit one oil unit potash unknown of <np> <np> day month beer day month one bread one unit one oil unit potash <n> du7 one month one beer month one bread bundle one garlic unit one oil unit mied potash of an li one month one beer month one bread bundle one garlic unit one oil unit potash <n> secretary total one unit month beer unit unit 1( disz@ t) month ten bread one bundle one garlic month day unit ten oil one unit potash ten day his is of one month festival szulgir 4,5 sila3 beer 5 sila3 bread 2 bundles onions 3 shekels oil 2 shekels alkaliplant for Danniya,0.6966824546632592,0.0
90,P110943.conll,pisan-dub-ba ab2 ud5 gub-ba u3 i3 ab2 ud5-da gar-ra i3-gal2 mu {d}i-bi2-{d}suen lugal ,Szusuen strong king king of Urim king of the four quarters,filing_basket cow assigned goat and oil cow goat unknown <vble> he ni in year ibbisuen intercalary_month,Basketoftablets cows nannies stationed in the villages and sheep offered to you,0.0,4.789232204309912
91,P340460.conll,pisan-dub-ba nig2-ka9-ak sze-numun u3 GAN2 uru4-a nigin-ba-bi i3-gal2 mu en {d}inanna masz-e i3-pa3 ,Szusuen strong king king of Urim king of the four quarters,filing_basket account seed and sowed field this of <n> that he <vble> it on there he ni in year priest inanna at goat found,Basketoftablets accounts seed grain in plow year The enpriest of Inanna by goat was found,2.368152193822409,3.814165616365677
92,P133045.conll,pisan-dub-ba gurum2 ak dab-ba sag-apin erin2 ug3-IL2 e2 {d}nin-mar{ki} ugula ab-ba-mu u3 lu2-{d}na-ru2-a i3-gal2 mu en {d}inanna masz2-e i3-pa3 ,Szusuen strong king king of Urim king of the four quarters,filing_basket ecavated inspection seized head <np> pin people porter house <np> overseer of abbamu and person of stele ni in year priest inanna at goat found,Basketoftablets inspection of dab head plowmen foreman Ninmar,3.673309175257539,4.995138898472389
93,P430486.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba-ke4 {d}szu-{d}suen-a-na-{d}suen-ta2-ki-il2 ARAD2-da-ni-ir in-na-ba ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king ke4 seal <np> stone_weight { d} suen ta2 day il2 of slave of <np> ir in stone_weight <np>,Suen strong king king of Ur to uSinanaSintakil his servant,4.792639700029397,34.58081556717069
94,P416491.conll,6(gesz2) 3(u) 8(disz) gurusz u4 1(disz)-sze3 ki-su7 a-sza3 {gesz}ma-nu ugula ur-mes kiszib3 lugal-e2-mah-e giri3 tu-ga-asz mu en eridu{ki} ba-hun lugal-e2-mah-e dub-sar dumu lugal-ku3-ga-ni ,Szusuen strong king king of Urim king of the four quarters,sity ten king male towards one day threshing_floor field wood overseer urmes unit lugalemahe foot tu milk <np> sz year he was hired priest of eridug lugalemahe scribe child of lugalkugani,38 male laborer workdays mudwall raised,4.169071630549856,0.0
95,P432240.conll,{d}nin-mar{ki} ,Szusuen strong king king of Urim king of the four quarters,<np>,A statue of Ninmar he created,0.0,4.2631635386103275
96,P273416.conll,6(disz) tug2 usz-bar tur sumun 2(disz) tug2 sza3-ga-du3 sumun mu usz-bar x 2(disz) tug2 usz-bar tur 1(disz) tug2 usz-bar zu2 uh mu {d}amar-{d}suen lugal-e ur-bi2-lum mu-hul ki ensi2-ka-ta kiszib3 i3-kal-la ur-{d}szara2-ke4 ba-an-dabx(U8) ur-{d}szara2 dub-sar dumu lugal-uszur4 ,Szusuen strong king king of Urim king of the four quarters,one tetile small weaver old one quality_designation tetile of inner_body old year one weaver tetile small weaver one tetile weaver zu2 uh year amarsuen king <n> bi2 lum he n towards him day from ruler unit ikala and urszara ke4 of animal <np> n <vble> () ewe urszara scribe child of lugaluszur,6 garments barsi gu2e3 2 linens good quality,2.477113403659427,0.0
97,P102524.conll,1(disz) ug3 lu2-{d}iszkur 1/2(disz) szesz-a-ni 1/2(disz) nam-zi 1/2(disz) {gesz}guzza-ni an-za-gar3 ur-{d}dumu-zi-da 1/2(disz) lugal-ku3-zu 1/2(disz) szesz-kal-la dumu KA-du dumu-gi7-me-esz2 3(disz) 1/2(disz) gurusz ugula a-du-mu 1(disz) x-ki an-za-gar3 ku3-{d}szara2 1(disz) lu2-{d}ur-{d}szara2 1(disz) szesz-a-ni ug3-IL2-me-esz2 1/2(disz) inim-ma-ni-zi 1/2(disz) nam-mah 1/2(disz) a-lu5 1/2(disz) ba-za-za dumu-gi7-me-esz2 ,Szusuen strong king king of Urim king of the four quarters,one people person { d} iszkur place szeszani place <n> <np> {place tree} guzzaof <np> an unknown gar3 of urdumuzida place lugalkuzu place szeszkala child quality_designation mouth citizen mefor <np> sz2 one place male overseer of adumu one day an unknown gar3 silver szara one person { d} urszara one szeszani porter mefor <np> sz2 place inimanizi place nammah place a lu5 place of animal unknown unknown citizen mefor <np> sz2,1 workman porter LuIkur 12 workman eani 12 workman namzi,1.3367624118074504,0.0
98,P111531.conll,2(disz) udu abul bara2 {d}utu 2(disz) udu abul {d}ba-ba6 2(disz) udu abul e2-gal 2(disz) udu abul {d}nansze 1(disz) udu e2-unu{ki}-sze3 1(disz) udu ga2 ma2-gur8-ra {d}nin-gesz-zi-da 1(disz) udu {d}gu3-de2-a 1(disz) udu ur-{d}lamma ensi2 siskur2 ga gu7-sze3 giri3 a-kal-la lu2-inim-ma zi-ga ki lugal-nam2-mah iti ezem-{d}dumu-zi u4 1(u) 6(disz)-kam mu ma2-gur8-mah ba-dim2 ,Szusuen strong king king of Urim king of the four quarters,one sheep <n> bara2 utu one sheep <n> <np> one sheep <n> one palace sheep <n> nansze one sheep house of unug of <np> one sheep house barge <np> ningeszzida one sheep { d} gudea one sheep urlamma bread offering milk gu7of <np> foot akala person word ma ependiture day intercalary_month nam2 great month in ezemdumuzi ten day his is of one year he was created great_barge,2 sheep Gudea dais of Utu 2 sheep city gate of Baba 2 sheep city gate of Nane 1 sheep Mandu doorkeeper,1.416871324390222,4.349112706206131
99,P340525.conll,pisan-dub-ba kiszib3 dabx(U8)-ba gi ARAD2-e-eb i3-gal2 ,Szusuen strong king king of Urim king of the four quarters,filing_basket unit <vble> ()ewe <np> reed slave for <np>for <np> b he ni in,Basketoftablets sealed documents of dab reed ARADeb,0.0,4.714877157589494
100,P416409.conll,1(disz) gin2 ku3-babbar ki szu-{d}nisaba-ta lu2-dingir-ra szu ba-ti mu lu2-dingir-ra-ke4 kiszib3 nu-tuku-a-sze3 kiszib3 du11-ga-ni-zi ib2-ra iti ezem-an-na mu e2 {d}szara2 ba-du3 du11-ga-ni-zi dumu ur-{d}szakkan2 szusz3 ,Szusuen strong king king of Urim king of the four quarters,one unit silver day at hand { d} nisaba unknown ludingira at hand was n him year ludingira ke4 not acquired unit <np>of <np> unit for dugani <np> middle <np> month in ezemanna year house szara was built for dugani <np> child <n> { d} unknown of cattle_manager,1 shekel of silver from uNisaba Ludingira received under seal of Ludingira the cattle manager year The house of ara was erected,1.1777269346200097,5.8948004328793395
101,P204752.conll,pisan-dub-ba dub gid2-da dam-gar3-ne i3-gal2 mu ,Szusuen strong king king of Urim king of the four quarters,filing_basket lengthened tablet merchant ne he ni in year,Basketoftablets longtablets of the exchange agents are here year,0.0,15.410198504140697
102,P432259.conll,{d}amar-{d}suen lugal kal-ga ,Szusuen strong king king of Urim king of the four quarters,amarsuen intercalary_month month,AmarSuen strong king,0.0,4.310775822341522
103,P458570.conll,ur-{d}li9-si4 ensi2 umma{ki} ur-am3-ma dub-sar dumu na-silim ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,urlisi bread king uramma scribe child nasilim an,UrLisi governor of Umma Uramma scribe son of Nasilim,4.995138898472389,8.665791448264814
104,P469660.conll,1(disz) {munus}asz2-gar3 niga saga us2 2(disz) udu 1(disz) ud5 4(disz) sila4 ki szu-ma-ma-ta {d}szul-gi-iri-mu szu ba-ti iti ses-da-gu7 mu hu-uh2-nu-ri{ki} ba-hul 8(disz) ,Szusuen strong king king of Urim king of the four quarters,one female_kid good barley followed one one sheep one goat lamb day for szumana unknown szulgiirimu at hand was n him month in sesdagu year huhnuri place king,1 female kid grainfed fine second quality 2 sheep 1 lamb from uMama received,2.026704983791064,0.0
105,P432221.conll,{d}nansze nin-a-ni szul-gi nita kal-ga lugal uri5{ki}-ma ,Szusuen strong king king of Urim king of the four quarters,nansze for his lady szulgir male month intercalary_month year,For Nane his mistress ulgi the mighty man king of Ur,0.0,21.22249437629076
106,P430466.conll,{d}szu-{d}suen nita kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba szu-er3-ra muhaldim lugal dumu za-ak-i3-li2 ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal male month intercalary_month year intercalary_month an <n> king szuera muhaldim intercalary_month child unknown <np> k oil li2 an,Suen strong man king of Ur,2.9999683508347417,17.28116170001394
107,P345966.conll,1(disz) kikken a2-da-bar saga lugal-iti-da 1(disz) kikken a2-da-bar a-kal-la aszgab 1(disz) kikken usz-mu x 1(disz) kikken a-ka3-da-ni 1(disz) kikken {d}szara2-za-me ki a-du-ta kiszib3 ur-{d}nu-musz-da mu us2-sa {d}szu-{d}suen lugal-e bad3 mar-tu mu-du3 ,Szusuen strong king king of Urim king of the four quarters,one kikken <num> unknown <np> r good lugalitida one kikken <num> unknown <np> r akala one leatherworker kikken uszmu one kikken a ka3 unknown of <np> one kikken of szarazame day of adu unknown unit of urnumuszda followed year seal king wall he n martu,1 millstone of highquality black basalt for Lugalitida 1 millstone of black basalt for Umu 1 millstone of black basalt for Akadani,2.864629015880099,4.349112706206131
108,P416473.conll,3(disz) udu 1(disz) masz2-gal 1(disz) ud5 ba-usz2 u4 7(disz)-kam ki na-lu5-ta ur-nigar{gar} szu ba-ti iti masz-da3-gu7 mu us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul ,Szusuen strong king king of Urim king of the four quarters,one one sheep one billy_goat goat was died followed day day from nalu and urnigar at hand was n him month in maszdagu followed year kimasz and hurti place,3 sheep 1 buck 1 nanny goat slaughtered the 7th day from Nalu Urnigar received month Gezellefeast year after Kima and urti were destroyed,0.0,2.368152193822409
109,P206336.conll,pisan-dub-ba kiszib3 sze zi-ga sag ba-DU ,Szusuen strong king king of Urim king of the four quarters,filing_basket unit barley ependiture itiscertainthat head <vble> it for him,Basketoftablets sealed documents of daba barley booked out,0.0,4.995138898472389
110,P405991.conll,1(gesz2) 2(barig) sze gur lugal la2-ia3 su-ga ki lu2-u18 muhaldim-ta lu2-kal-la szu ba-ti iti amar-a-a-si mu en-mah-gal {d}nanna ba-hun ,Szusuen strong king king of Urim king of the four quarters,sity unit barley unit intercalary_month repaid arrears day <np> muhaldim unknown of lukala at hand was n him month in amarayasi year great priest big nanna was hired,6 gur 2 barig barley royal measure deficit from Luu received for the cook year Enmagal was installed,2.026704983791064,3.1690813733420775
111,P430645.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba lugal-amar-ku3 dub-sar dumu na-sa6 kuruszda ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king intercalary_month <np> wagon silver scribe child nasa and for urmami an,Suen strong king king of Ur,2.847994216380736,28.2200188850411
112,P203299.conll,pisan-dub-ba udu gukkal gub-ba sza3 gir2-su{ki} ugula du11-ga-zi-da sza3 ki-nu-nir{ki}-nigin6{ki} u3 sza3 gu2-ab-ba{ki} ugula szar-ru-um-i3-li2 i3-gal2 mu ki-masz{ki} ,Szusuen strong king king of Urim king of the four quarters,filing_basket sheep assigned fat tailed_sheep heart of girsu overseer irrigate <np> unknown heart of kinunir of <np> gin6{ day} and heart of guabba overseer of szarrumili ni in year kimasz,Basketoftablets sheep fattailed sheep stationed Abisimti as if you were packasses,3.1793039984225135,0.0
113,P138100.conll,pisan-dub-ba nig2-ka9-ak x gesz x x a masz ... mu x x x mu 4(disz) iti 8(disz) ... sza3-ba iti diri 1(disz)-am3 ,Szusuen strong king king of Urim king of the four quarters,filing_basket account tree a interest year one year month king in its heart month unit his is of <num>,Basketoftablets accounts of 1,5.045325264183064,2.6251815872142066
114,P142796.conll,pisan-dub-ba gurum2-ak sipa unu3 ki-nu-nir{ki} nigin6{ki} gu2-ab-ba{ki} ... x x ... u3 sag-apin e2 {d}nin-hur-sag i3-gal2 mu ha-ar-szi{ki} ki-masz ba-hul ,Szusuen strong king king of Urim king of the four quarters,filing_basket of inspection shepherd <np> of kinunir nigin6{} day of guabba and head <np> pin house ninhursagak ni in year harszi day interest place,Basketoftablets inspections of shepherds cowherds in Kinunir Nigin and Kima were destroyed,3.982741381120966,4.789232204309912
115,P458732.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba lu2-sa6-i3-zu dub-sar dumu ... ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> king of lusaizu scribe child an,Suen strong king king of Ur,12.237441590240984,28.2200188850411
116,P143960.conll,pisan-dub-ba a-sza3 gid2-da giri3 ur-nigar sa12-du5 lugal mu gu-za {d}en-lil2-la2 ba-dim2 ,Szusuen strong king king of Urim king of the four quarters,filing_basket lengthened field foot of urnigar land_recorder intercalary_month year chair of enlil was created,Basketoftablets long field via Urnigar chief surveyor year The chair of Enlil was fashioned,6.881619120795608,4.091835210594452
117,P430134.conll,{d}szu-{d}suen lugal kal-ga lugal uri5{ki}-ma lugal an ub-da limmu2-ba a-a-kal-la ensi2 umma{ki} ARAD2-zu ,Szusuen strong king king of Urim king of the four quarters,seal intercalary_month month intercalary_month year intercalary_month an <n> that strong king bread king an,Suen strong king king of Ur,16.586665110000297,28.2200188850411
118,P416457.conll,1(disz) 1(disz) udu ... 1(disz) ... 1(disz) ... 1(disz) sila4 ... amar ba-usz2 u4 1(u) la2 1(disz@t)-kam ki a-hu-ni-ta ur-nigar{gar} szu ba-ti gu4 iti ki-siki-{d}nin-a-zu min-kam mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz@t)-kam ga ba-hul 1(disz) udu niga saga us2 ,Szusuen strong king king of Urim king of the four quarters,one one one sheep one one lamb calf was died ten day unit 1( disz@ t)his is of _ day from ahuni and urnigar at hand was n him o month in kisikininazu his is of two year month lulubu ten times unit 1( disz@ t)his is of _ milk one place sheep good barley followed,1 sheep grainfed 1 sheep 1 lamb grainfed fine 2nd time 1 lamb second time,1.6964489845655555,0.0
119,P432125.conll,{d}inanna nin ku3 nun-na nin-a-ni ur-{d}namma lugal uri5{ki}-ma-ke4 e2-a-ni mu-na-du3 ,Szusuen strong king king of Urim king of the four quarters,inanna <n> silver nun stone_weight for his lady urnamma intercalary_month of urim in house of <np> he n it for him,For Inanna Ninkununa his mistress UrNamma,4.5587998654198065,0.0
120,P424387.conll,1(disz) amar masz-da3-munus da-da ensi2 1(disz) sila4 u2-u2-mu 1(disz) sila4 szesz-kal-la u4 2(u) la2 1(disz@t)-kam mu-kux(DU) in-ta-e3-a i3-dab5 giri3 nu-ur2-{d}suen dub-sar iti sze-sag11-ku5 mu {d}szu-{d}suen lugal ,Szusuen strong king king of Urim king of the four quarters,one calf female_gazelle dada one bread lamb grass grass <np> one lamb szeszkala ten day unit 1( disz@ t)his is of _ year <vble> (quality_designation ) intaea n him not foot ur2 { d} suen scribe month in szesagku year seal intercalary_month,1 young female gazelle from Dada governor 1 lamb from Uumu 1 lamb from Uumu the governor of Girtab,1.3469983632919376,5.045325264183064
121,P111448.conll,,Szusuen strong king king of Urim king of the four quarters,,standingserving the one who knows heshe shall be an unwavering lorden functionary the perfected plans,0.0,3.814165616365677
122,P416399.conll,lu2-bala-a nu-ur2-{d}iszkur-ka szu i3-ib2-ba a-kal-la dub-sar dumu ur-nigar{gar} szusz3 ,Szusuen strong king king of Urim king of the four quarters,person <np> la <np> <np> mouth at hand oil middle <np> akala scribe child urnigar of cattle_manager,To Lubalaya NurIkur has been released,3.3584068983394886,0.0
123,P202818.conll,pisan-dub-ba ab2 ud5 dab5-ba gir2-su{ki}-ta gu2-ab-ba{ki}-sze3 i3-gal2 mu sza-asz-ru-um{ki} ,Szusuen strong king king of Urim king of the four quarters,filing_basket cow goat seize from girsu of guabba of <np> he ni in year szaszrum,Basketoftablets cows and nannies from Girsu to Guabba year arum,6.414636387971745,0.0
124,P102335.conll,4(disz) gu4 2(u) 5(disz) udu 1(disz) masz2-gal u4 2(u) 1(disz)-kam ki ab-ba-sa6-ga-ta zu-ba-ga i3-dab5 iti ses-da-gu7 mu en {d}nanna kar-zi-da ba-hun 3(u) ,Szusuen strong king king of Urim king of the four quarters,one ten o day one sheep billy_goat ten day his is of one day from abbasaga and zubaga n him month in sesdagu year priest he was hired nanna of karzida ten,4 oxen 25 sheep 1 billy goat full grown 22nd day from Abbasaga,2.978993732808176,0.0
